-0.1	-4.554011E-8	-9.108022E-5
-0.09	-3.343974E-8	-6.687949E-5
-0.08	-2.243388E-8	-4.486777E-5
-0.07	-2.292033E-8	-4.584066E-5
-0.06	-1.750861E-8	-3.501722E-5
-0.05	-2.006245E-8	-4.012491E-5
-0.04	-1.410348E-8	-2.820696E-5
-0.03	-1.7387E-8	-3.477399E-5
-0.02	-1.136722E-8	-2.273443E-5
-0.01	-1.458993E-8	-2.917985E-5
0	-8.326923E-9	-1.665385E-5
0.01	-1.22793E-8	-2.455861E-5
0.02	-9.239011E-9	-1.847802E-5
0.03	-7.05E-9	-1.41E-5
0.04	-2.003114E-9	-4.006227E-6
0.05	-4.55696E-9	-9.113919E-6
0.06	-1.75989E-9	-3.51978E-6
0.07	1.097985E-9	2.195971E-6
0.08	6.205678E-9	1.241136E-5
0.09	3.591026E-9	7.182051E-6
0.1	7.178571E-9	1.435714E-5
0.11	1.046209E-8	2.092418E-5
0.12	1.861007E-8	3.722015E-5
0.13	1.68467E-8	3.369341E-5
0.14	2.165037E-8	4.330073E-5
0.15	2.621081E-8	5.242161E-5
0.16	3.490604E-8	6.981209E-5
0.17	3.575733E-8	7.151465E-5
0.18	4.238516E-8	8.477033E-5
0.19	5.00467E-8	0.0001
0.2	6.087015E-8	0.000122
0.21	6.45793E-8	0.000129
0.22	7.929432E-8	0.000159
0.23	8.677344E-8	0.000174
0.24	1.036167E-7	0.000207
0.25	9.437418E-8	0.000189
0.26	1.211029E-7	0.000242
0.27	1.966846E-7	0.000393
0.28	2.635711E-7	0.000527
0.29	2.575514E-7	0.000515
0.3	3.364774E-7	0.000673
0.31	3.404906E-7	0.000681
0.32	4.394827E-7	0.000879
0.33	4.642307E-7	0.000928
0.34	5.839575E-7	0.001168
0.35	6.354602E-7	0.001271
0.36	8.04683E-7	0.001609
0.37	8.916355E-7	0.001783
0.38	1.115705E-6	0.002231
0.39	1.185651E-6	0.002371
0.4	1.578704E-6	0.003157
0.41	1.81822E-6	0.003636
0.42	2.321819E-6	0.004644
0.43	2.721013E-6	0.005442
0.44	3.433421E-6	0.006867
0.45	4.096697E-6	0.008193
0.46	5.208299E-6	0.010417
0.47	6.154082E-6	0.012308
0.48	7.677161E-6	0.015354
0.49	9.513454E-6	0.019027
0.5	1.211596E-5	0.024232
0.51	1.455063E-5	0.029101
0.52	1.911564E-5	0.038231
0.53	2.270677E-5	0.045414
0.54	3.025425E-5	0.060508
0.55	3.634092E-5	0.072682
0.56	4.614046E-5	0.092281
0.57	5.800947E-5	0.116019
0.58	7.663469E-5	0.153269
0.59	9.179051E-5	0.183581
0.6	0.000122	0.244754
0.61	0.000146	0.29223
0.62	0.000192	0.384747
0.63	0.00023	0.460222
0.64	0.000287	0.574652
0.65	0.000353	0.706124
0.66	0.000457	0.914288
0.67	0.000534	1.067672
0.68	0.000643	1.286792
0.69	0.000775	1.549737
0.7	0.000947	1.893025
0.71	0.001079	2.158404
0.72	0.001289	2.578864
0.73	0.001448	2.895055
0.74	0.001703	3.405824
0.75	0.001879	3.758498
0.76	0.002183	4.366557
0.77	0.00239	4.780037
0.78	0.002712	5.424579
0.79	0.002937	5.874542
0.8	0.003296	6.592051
0.81	0.003533	7.066337
0.82	0.003916	7.832491
0.83	0.004172	8.34326
0.84	0.004573	9.145897
0.85	0.004828	9.656667
0.86	0.005248	10.495788
0.87	0.005528	11.055201
0.88	0.005965	11.930806
0.89	0.006257	12.514542
0.9	0.006689	13.377985
0.91	0.006993	13.986044
0.92	0.007455	14.910293
0.93	0.007765	15.530513
0.94	0.008221	16.442601
0.95	0.008544	17.087143
0.96	0.009	17.999231
0.97	0.009322	18.643773
0.98	0.009802	19.604505
0.99	0.010125	20.249048
