3.706e-10	1.691e+00	6.920e+00	1.084e+04	9.690e+00
3.681e-10	1.690e+00	7.001e+00	1.086e+04	9.438e+00
3.310e-10	1.676e+00	7.116e+00	1.080e+04	9.437e+00
3.235e-10	1.674e+00	7.099e+00	1.086e+04	9.382e+00
3.426e-10	1.680e+00	7.049e+00	1.088e+04	9.265e+00
3.220e-10	1.674e+00	7.061e+00	1.086e+04	9.209e+00
3.118e-10	1.670e+00	7.086e+00	1.081e+04	9.209e+00
3.181e-10	1.672e+00	7.055e+00	1.084e+04	9.186e+00
3.322e-10	1.678e+00	7.023e+00	1.082e+04	9.164e+00
3.199e-10	1.674e+00	7.053e+00	1.082e+04	9.145e+00
3.134e-10	1.671e+00	7.092e+00	1.080e+04	9.095e+00
3.692e-10	1.690e+00	6.992e+00	1.085e+04	9.045e+00
3.126e-10	1.670e+00	7.128e+00	1.081e+04	8.999e+00
3.763e-10	1.692e+00	6.953e+00	1.084e+04	8.922e+00
3.452e-10	1.683e+00	7.014e+00	1.081e+04	8.800e+00
3.193e-10	1.672e+00	7.128e+00	1.084e+04	8.788e+00
3.725e-10	1.691e+00	6.970e+00	1.086e+04	8.747e+00
3.345e-10	1.678e+00	7.109e+00	1.080e+04	8.575e+00
3.507e-10	1.684e+00	6.963e+00	1.084e+04	8.537e+00
3.324e-10	1.678e+00	7.015e+00	1.079e+04	8.521e+00
3.137e-10	1.670e+00	7.125e+00	1.081e+04	8.491e+00
3.582e-10	1.686e+00	6.959e+00	1.086e+04	8.434e+00
3.360e-10	1.678e+00	7.096e+00	1.080e+04	8.391e+00
3.163e-10	1.671e+00	7.121e+00	1.080e+04	8.356e+00
3.493e-10	1.682e+00	7.067e+00	1.082e+04	8.254e+00
3.546e-10	1.685e+00	6.938e+00	1.085e+04	8.252e+00
3.677e-10	1.690e+00	6.949e+00	1.087e+04	8.186e+00
3.652e-10	1.689e+00	6.933e+00	1.086e+04	8.186e+00
3.458e-10	1.683e+00	7.008e+00	1.080e+04	8.157e+00
3.213e-10	1.673e+00	7.117e+00	1.084e+04	7.863e+00
3.476e-10	1.683e+00	7.065e+00	1.086e+04	7.769e+00
3.494e-10	1.683e+00	7.032e+00	1.079e+04	7.673e+00
3.687e-10	1.689e+00	7.003e+00	1.084e+04	7.623e+00
3.471e-10	1.682e+00	7.086e+00	1.085e+04	7.584e+00
3.157e-10	1.671e+00	7.105e+00	1.080e+04	7.549e+00
3.277e-10	1.676e+00	7.085e+00	1.085e+04	7.475e+00
3.268e-10	1.675e+00	7.099e+00	1.086e+04	7.454e+00
3.241e-10	1.675e+00	7.029e+00	1.084e+04	7.415e+00
3.713e-10	1.691e+00	6.950e+00	1.085e+04	7.222e+00
3.586e-10	1.687e+00	6.977e+00	1.080e+04	7.195e+00
3.231e-10	1.675e+00	7.054e+00	1.082e+04	7.152e+00
3.256e-10	1.675e+00	7.098e+00	1.080e+04	7.151e+00
3.412e-10	1.680e+00	7.100e+00	1.083e+04	7.139e+00
3.150e-10	1.671e+00	7.098e+00	1.081e+04	7.085e+00
3.683e-10	1.690e+00	6.940e+00	1.086e+04	7.041e+00
3.577e-10	1.686e+00	6.964e+00	1.087e+04	7.003e+00
3.661e-10	1.689e+00	6.971e+00	1.085e+04	6.957e+00
3.675e-10	1.689e+00	6.968e+00	1.084e+04	6.941e+00
3.428e-10	1.682e+00	6.986e+00	1.085e+04	6.940e+00
3.369e-10	1.679e+00	7.086e+00	1.081e+04	6.927e+00
3.489e-10	1.683e+00	7.065e+00	1.085e+04	6.918e+00
3.448e-10	1.682e+00	6.962e+00	1.081e+04	6.906e+00
3.463e-10	1.682e+00	7.015e+00	1.088e+04	6.880e+00
3.561e-10	1.686e+00	6.943e+00	1.085e+04	6.859e+00
3.232e-10	1.674e+00	7.103e+00	1.085e+04	6.780e+00
3.705e-10	1.690e+00	6.947e+00	1.085e+04	6.779e+00
3.520e-10	1.684e+00	7.036e+00	1.080e+04	6.777e+00
3.574e-10	1.686e+00	7.042e+00	1.085e+04	6.774e+00
3.195e-10	1.673e+00	7.090e+00	1.084e+04	6.658e+00
3.528e-10	1.685e+00	7.037e+00	1.084e+04	6.573e+00
3.493e-10	1.683e+00	6.974e+00	1.084e+04	6.560e+00
3.330e-10	1.677e+00	7.108e+00	1.083e+04	6.548e+00
3.348e-10	1.679e+00	7.041e+00	1.082e+04	6.518e+00
3.621e-10	1.688e+00	6.949e+00	1.085e+04	6.443e+00
3.618e-10	1.687e+00	6.973e+00	1.086e+04	6.435e+00
3.243e-10	1.674e+00	7.047e+00	1.081e+04	6.415e+00
3.358e-10	1.679e+00	6.990e+00	1.084e+04	6.384e+00
3.418e-10	1.681e+00	6.972e+00	1.081e+04	6.375e+00
3.343e-10	1.677e+00	7.038e+00	1.081e+04	6.350e+00
3.264e-10	1.675e+00	7.115e+00	1.084e+04	6.295e+00
3.316e-10	1.678e+00	7.046e+00	1.083e+04	6.279e+00
3.266e-10	1.675e+00	7.083e+00	1.083e+04	6.234e+00
3.262e-10	1.675e+00	7.074e+00	1.079e+04	6.211e+00
3.231e-10	1.674e+00	7.073e+00	1.079e+04	6.205e+00
3.696e-10	1.690e+00	6.984e+00	1.085e+04	6.165e+00
3.403e-10	1.679e+00	7.054e+00	1.081e+04	6.155e+00
3.600e-10	1.687e+00	6.971e+00	1.086e+04	6.150e+00
3.354e-10	1.678e+00	7.054e+00	1.087e+04	6.133e+00
3.338e-10	1.677e+00	7.078e+00	1.083e+04	6.039e+00
3.513e-10	1.684e+00	7.005e+00	1.087e+04	6.001e+00
3.209e-10	1.673e+00	7.081e+00	1.084e+04	5.972e+00
3.493e-10	1.684e+00	6.969e+00	1.085e+04	5.971e+00
3.698e-10	1.690e+00	6.971e+00	1.084e+04	5.968e+00
3.302e-10	1.677e+00	7.067e+00	1.083e+04	5.960e+00
3.483e-10	1.683e+00	6.976e+00	1.080e+04	5.956e+00
3.295e-10	1.676e+00	7.048e+00	1.079e+04	5.953e+00
3.593e-10	1.686e+00	6.994e+00	1.087e+04	5.902e+00
3.594e-10	1.687e+00	7.005e+00	1.081e+04	5.865e+00
3.498e-10	1.683e+00	7.051e+00	1.085e+04	5.829e+00
3.628e-10	1.688e+00	6.956e+00	1.083e+04	5.813e+00
3.174e-10	1.672e+00	7.089e+00	1.082e+04	5.754e+00
3.604e-10	1.687e+00	6.964e+00	1.085e+04	5.754e+00
3.295e-10	1.676e+00	7.044e+00	1.086e+04	5.746e+00
3.448e-10	1.682e+00	7.011e+00	1.086e+04	5.712e+00
3.469e-10	1.683e+00	7.002e+00	1.086e+04	5.688e+00
3.328e-10	1.678e+00	7.018e+00	1.083e+04	5.668e+00
3.613e-10	1.687e+00	7.015e+00	1.086e+04	5.665e+00
3.269e-10	1.676e+00	7.034e+00	1.080e+04	5.656e+00
3.415e-10	1.680e+00	7.057e+00	1.080e+04	5.655e+00
3.676e-10	1.689e+00	6.984e+00	1.083e+04	5.654e+00
3.410e-10	1.680e+00	7.013e+00	1.082e+04	5.615e+00
3.294e-10	1.676e+00	7.108e+00	1.084e+04	5.602e+00
3.291e-10	1.677e+00	7.009e+00	1.082e+04	5.596e+00
3.619e-10	1.688e+00	6.984e+00	1.087e+04	5.547e+00
3.525e-10	1.685e+00	6.978e+00	1.084e+04	5.519e+00
3.285e-10	1.676e+00	7.048e+00	1.085e+04	5.513e+00
3.328e-10	1.677e+00	7.084e+00	1.084e+04	5.505e+00
3.318e-10	1.677e+00	7.081e+00	1.083e+04	5.504e+00
3.306e-10	1.677e+00	7.066e+00	1.079e+04	5.490e+00
3.331e-10	1.678e+00	7.026e+00	1.083e+04	5.468e+00
3.265e-10	1.675e+00	7.113e+00	1.082e+04	5.448e+00
3.255e-10	1.674e+00	7.072e+00	1.083e+04	5.431e+00
3.597e-10	1.687e+00	7.001e+00	1.082e+04	5.412e+00
3.258e-10	1.675e+00	7.069e+00	1.079e+04	5.357e+00
3.293e-10	1.676e+00	7.100e+00	1.082e+04	5.336e+00
3.614e-10	1.688e+00	6.985e+00	1.085e+04	5.330e+00
3.479e-10	1.682e+00	7.005e+00	1.084e+04	5.319e+00
3.448e-10	1.682e+00	7.076e+00	1.085e+04	5.253e+00
3.203e-10	1.673e+00	7.075e+00	1.083e+04	5.227e+00
3.648e-10	1.689e+00	6.977e+00	1.083e+04	5.187e+00
3.273e-10	1.676e+00	7.084e+00	1.081e+04	5.143e+00
3.297e-10	1.677e+00	7.050e+00	1.084e+04	5.140e+00
3.543e-10	1.685e+00	7.009e+00	1.087e+04	5.128e+00
3.266e-10	1.676e+00	7.063e+00	1.080e+04	5.124e+00
3.513e-10	1.684e+00	7.058e+00	1.082e+04	5.074e+00
3.284e-10	1.676e+00	7.077e+00	1.084e+04	5.045e+00
3.573e-10	1.686e+00	6.986e+00	1.081e+04	5.030e+00
3.233e-10	1.674e+00	7.105e+00	1.081e+04	4.994e+00
3.207e-10	1.673e+00	7.084e+00	1.084e+04	4.987e+00
3.385e-10	1.680e+00	7.063e+00	1.080e+04	4.957e+00
3.592e-10	1.686e+00	6.980e+00	1.086e+04	4.918e+00
3.245e-10	1.674e+00	7.049e+00	1.082e+04	4.911e+00
3.383e-10	1.679e+00	7.053e+00	1.080e+04	4.885e+00
3.577e-10	1.686e+00	7.017e+00	1.087e+04	4.878e+00
3.243e-10	1.675e+00	7.079e+00	1.080e+04	4.843e+00
3.370e-10	1.679e+00	7.078e+00	1.084e+04	4.815e+00
3.630e-10	1.688e+00	7.007e+00	1.084e+04	4.806e+00
3.214e-10	1.674e+00	7.078e+00	1.083e+04	4.805e+00
3.411e-10	1.681e+00	6.982e+00	1.084e+04	4.789e+00
3.562e-10	1.686e+00	7.010e+00	1.085e+04	4.782e+00
3.257e-10	1.675e+00	7.075e+00	1.085e+04	4.755e+00
3.603e-10	1.687e+00	6.961e+00	1.085e+04	4.735e+00
