I0	A	Rs	Rsh	Error
3.226e-10	1.674e+00	7.059e+00	1.082e+04	3.983e+00
3.420e-10	1.681e+00	6.984e+00	1.082e+04	3.968e+00
3.502e-10	1.683e+00	6.985e+00	1.082e+04	3.960e+00
3.599e-10	1.687e+00	6.993e+00	1.082e+04	3.933e+00
3.502e-10	1.683e+00	7.017e+00	1.087e+04	3.928e+00
3.379e-10	1.679e+00	7.076e+00	1.085e+04	3.926e+00
3.571e-10	1.686e+00	7.007e+00	1.086e+04	3.892e+00
3.572e-10	1.686e+00	6.971e+00	1.085e+04	3.889e+00
3.218e-10	1.674e+00	7.082e+00	1.081e+04	3.868e+00
3.573e-10	1.687e+00	6.985e+00	1.084e+04	3.857e+00
3.428e-10	1.680e+00	7.060e+00	1.082e+04	3.852e+00
3.391e-10	1.680e+00	7.009e+00	1.081e+04	3.833e+00
3.391e-10	1.679e+00	7.068e+00	1.085e+04	3.793e+00
3.400e-10	1.680e+00	6.993e+00	1.083e+04	3.770e+00
3.341e-10	1.678e+00	7.017e+00	1.080e+04	3.758e+00
3.605e-10	1.687e+00	6.990e+00	1.085e+04	3.756e+00
3.247e-10	1.675e+00	7.087e+00	1.083e+04	3.731e+00
3.474e-10	1.683e+00	7.033e+00	1.082e+04	3.729e+00
3.542e-10	1.685e+00	7.002e+00	1.085e+04	3.724e+00
3.382e-10	1.679e+00	7.081e+00	1.081e+04	3.715e+00
3.260e-10	1.675e+00	7.058e+00	1.084e+04	3.621e+00
3.275e-10	1.676e+00	7.068e+00	1.080e+04	3.614e+00
3.260e-10	1.675e+00	7.082e+00	1.081e+04	3.603e+00
3.399e-10	1.680e+00	7.008e+00	1.081e+04	3.603e+00
3.293e-10	1.677e+00	7.027e+00	1.082e+04	3.601e+00
3.261e-10	1.675e+00	7.078e+00	1.080e+04	3.586e+00
3.464e-10	1.682e+00	7.040e+00	1.086e+04	3.576e+00
3.479e-10	1.682e+00	7.047e+00	1.084e+04	3.569e+00
3.256e-10	1.675e+00	7.086e+00	1.083e+04	3.565e+00
3.325e-10	1.678e+00	7.018e+00	1.081e+04	3.562e+00
3.293e-10	1.676e+00	7.094e+00	1.083e+04	3.556e+00
3.427e-10	1.681e+00	7.068e+00	1.082e+04	3.554e+00
3.433e-10	1.681e+00	7.069e+00	1.084e+04	3.485e+00
3.483e-10	1.683e+00	7.026e+00	1.082e+04	3.468e+00
3.466e-10	1.682e+00	7.045e+00	1.086e+04	3.461e+00
3.481e-10	1.683e+00	7.020e+00	1.085e+04	3.458e+00
3.286e-10	1.676e+00	7.091e+00	1.083e+04	3.404e+00
3.445e-10	1.681e+00	7.033e+00	1.081e+04	3.399e+00
3.473e-10	1.683e+00	6.976e+00	1.084e+04	3.399e+00
3.475e-10	1.683e+00	6.993e+00	1.083e+04	3.394e+00
3.461e-10	1.682e+00	7.047e+00	1.081e+04	3.379e+00
3.365e-10	1.679e+00	7.028e+00	1.080e+04	3.374e+00
3.566e-10	1.686e+00	6.971e+00	1.085e+04	3.370e+00
3.252e-10	1.675e+00	7.048e+00	1.082e+04	3.366e+00
3.384e-10	1.679e+00	7.032e+00	1.085e+04	3.352e+00
3.341e-10	1.678e+00	7.025e+00	1.085e+04	3.351e+00
3.502e-10	1.684e+00	7.016e+00	1.083e+04	3.338e+00
3.360e-10	1.679e+00	7.022e+00	1.081e+04	3.312e+00
3.291e-10	1.677e+00	7.049e+00	1.083e+04	3.281e+00
3.468e-10	1.683e+00	7.053e+00	1.084e+04	3.269e+00
3.467e-10	1.682e+00	7.062e+00	1.083e+04	3.221e+00
3.587e-10	1.687e+00	6.967e+00	1.084e+04	3.217e+00
3.287e-10	1.676e+00	7.049e+00	1.080e+04	3.215e+00
3.487e-10	1.684e+00	6.999e+00	1.082e+04	3.209e+00
3.497e-10	1.684e+00	7.001e+00	1.086e+04	3.181e+00
3.521e-10	1.685e+00	6.992e+00	1.086e+04	3.177e+00
3.512e-10	1.684e+00	7.039e+00	1.084e+04	3.173e+00
3.320e-10	1.677e+00	7.077e+00	1.082e+04	3.153e+00
3.612e-10	1.687e+00	6.992e+00	1.085e+04	3.119e+00
3.327e-10	1.677e+00	7.082e+00	1.082e+04	3.105e+00
3.425e-10	1.680e+00	7.058e+00	1.085e+04	3.088e+00
3.368e-10	1.679e+00	7.058e+00	1.084e+04	3.088e+00
3.372e-10	1.679e+00	7.060e+00	1.086e+04	3.065e+00
3.595e-10	1.687e+00	6.986e+00	1.085e+04	3.022e+00
3.529e-10	1.685e+00	7.010e+00	1.084e+04	3.021e+00
3.336e-10	1.678e+00	7.015e+00	1.083e+04	3.021e+00
3.612e-10	1.687e+00	6.976e+00	1.084e+04	3.018e+00
3.304e-10	1.677e+00	7.025e+00	1.082e+04	3.007e+00
3.381e-10	1.680e+00	7.012e+00	1.084e+04	2.973e+00
3.258e-10	1.675e+00	7.062e+00	1.082e+04	2.936e+00
3.526e-10	1.684e+00	7.009e+00	1.085e+04	2.929e+00
3.410e-10	1.680e+00	7.048e+00	1.085e+04	2.928e+00
3.324e-10	1.678e+00	7.051e+00	1.084e+04	2.925e+00
3.383e-10	1.679e+00	7.071e+00	1.085e+04	2.911e+00
3.499e-10	1.683e+00	7.020e+00	1.081e+04	2.892e+00
3.356e-10	1.678e+00	7.061e+00	1.085e+04	2.869e+00
3.493e-10	1.684e+00	7.008e+00	1.081e+04	2.863e+00
3.284e-10	1.676e+00	7.069e+00	1.081e+04	2.859e+00
3.338e-10	1.677e+00	7.087e+00	1.083e+04	2.829e+00
3.438e-10	1.681e+00	7.036e+00	1.082e+04	2.821e+00
3.474e-10	1.683e+00	7.050e+00	1.084e+04	2.789e+00
3.513e-10	1.684e+00	7.011e+00	1.086e+04	2.788e+00
3.556e-10	1.685e+00	7.023e+00	1.083e+04	2.777e+00
3.361e-10	1.679e+00	7.013e+00	1.084e+04	2.772e+00
3.439e-10	1.681e+00	7.052e+00	1.084e+04	2.770e+00
3.484e-10	1.683e+00	7.014e+00	1.084e+04	2.765e+00
3.519e-10	1.685e+00	6.987e+00	1.084e+04	2.763e+00
3.426e-10	1.681e+00	7.044e+00	1.085e+04	2.763e+00
3.607e-10	1.687e+00	6.997e+00	1.084e+04	2.726e+00
3.342e-10	1.678e+00	7.086e+00	1.083e+04	2.685e+00
3.278e-10	1.676e+00	7.063e+00	1.081e+04	2.685e+00
3.478e-10	1.683e+00	7.023e+00	1.086e+04	2.665e+00
3.341e-10	1.678e+00	7.037e+00	1.081e+04	2.662e+00
3.403e-10	1.681e+00	6.995e+00	1.082e+04	2.660e+00
3.287e-10	1.676e+00	7.058e+00	1.083e+04	2.627e+00
3.477e-10	1.683e+00	7.041e+00	1.083e+04	2.613e+00
3.430e-10	1.682e+00	7.015e+00	1.083e+04	2.610e+00
3.390e-10	1.680e+00	7.051e+00	1.081e+04	2.595e+00
3.554e-10	1.686e+00	6.998e+00	1.084e+04	2.590e+00
3.390e-10	1.680e+00	7.019e+00	1.084e+04	2.586e+00
3.409e-10	1.681e+00	7.051e+00	1.085e+04	2.576e+00
3.368e-10	1.679e+00	7.036e+00	1.084e+04	2.558e+00
3.379e-10	1.679e+00	7.033e+00	1.081e+04	2.532e+00
3.308e-10	1.677e+00	7.046e+00	1.084e+04	2.530e+00
3.436e-10	1.681e+00	6.997e+00	1.083e+04	2.523e+00
3.432e-10	1.681e+00	7.020e+00	1.086e+04	2.512e+00
3.378e-10	1.679e+00	7.072e+00	1.082e+04	2.466e+00
3.493e-10	1.683e+00	7.024e+00	1.085e+04	2.465e+00
3.437e-10	1.681e+00	7.007e+00	1.083e+04	2.418e+00
3.277e-10	1.676e+00	7.051e+00	1.083e+04	2.408e+00
3.276e-10	1.676e+00	7.066e+00	1.081e+04	2.403e+00
3.482e-10	1.683e+00	6.987e+00	1.085e+04	2.401e+00
3.488e-10	1.684e+00	7.000e+00	1.083e+04	2.372e+00
3.536e-10	1.685e+00	7.001e+00	1.082e+04	2.370e+00
3.509e-10	1.684e+00	7.002e+00	1.083e+04	2.342e+00
3.474e-10	1.682e+00	7.035e+00	1.083e+04	2.326e+00
3.450e-10	1.681e+00	7.040e+00	1.086e+04	2.324e+00
3.274e-10	1.675e+00	7.062e+00	1.082e+04	2.320e+00
3.517e-10	1.684e+00	7.022e+00	1.085e+04	2.315e+00
3.563e-10	1.686e+00	6.986e+00	1.085e+04	2.292e+00
3.335e-10	1.678e+00	7.074e+00	1.083e+04	2.285e+00
3.323e-10	1.677e+00	7.051e+00	1.081e+04	2.281e+00
3.348e-10	1.678e+00	7.057e+00	1.084e+04	2.259e+00
3.328e-10	1.678e+00	7.049e+00	1.081e+04	2.255e+00
3.405e-10	1.680e+00	7.008e+00	1.085e+04	2.242e+00
3.295e-10	1.676e+00	7.083e+00	1.083e+04	2.237e+00
3.498e-10	1.684e+00	7.037e+00	1.083e+04	2.234e+00
3.424e-10	1.681e+00	7.037e+00	1.082e+04	2.219e+00
3.412e-10	1.680e+00	7.005e+00	1.083e+04	2.172e+00
3.338e-10	1.678e+00	7.038e+00	1.084e+04	2.140e+00
3.446e-10	1.682e+00	7.011e+00	1.081e+04	2.138e+00
3.418e-10	1.680e+00	7.052e+00	1.085e+04	2.132e+00
3.316e-10	1.677e+00	7.077e+00	1.082e+04	2.112e+00
3.456e-10	1.682e+00	7.000e+00	1.082e+04	2.094e+00
3.433e-10	1.682e+00	7.006e+00	1.085e+04	2.089e+00
3.321e-10	1.677e+00	7.046e+00	1.084e+04	2.084e+00
3.543e-10	1.685e+00	7.001e+00	1.084e+04	2.073e+00
3.359e-10	1.678e+00	7.064e+00	1.084e+04	2.059e+00
3.566e-10	1.686e+00	6.980e+00	1.084e+04	2.053e+00
3.582e-10	1.686e+00	6.996e+00	1.084e+04	2.052e+00
3.572e-10	1.686e+00	6.996e+00	1.085e+04	2.044e+00
3.314e-10	1.677e+00	7.044e+00	1.084e+04	2.035e+00
3.278e-10	1.676e+00	7.056e+00	1.082e+04	2.034e+00
3.487e-10	1.683e+00	7.046e+00	1.084e+04	2.030e+00
3.467e-10	1.683e+00	6.989e+00	1.083e+04	2.020e+00
3.397e-10	1.680e+00	7.006e+00	1.084e+04	1.992e+00
3.395e-10	1.680e+00	7.010e+00	1.084e+04	1.947e+00
3.351e-10	1.678e+00	7.039e+00	1.081e+04	1.946e+00
3.281e-10	1.676e+00	7.057e+00	1.082e+04	1.916e+00
3.347e-10	1.678e+00	7.034e+00	1.084e+04	1.908e+00
3.356e-10	1.678e+00	7.050e+00	1.083e+04	1.907e+00
3.402e-10	1.680e+00	7.063e+00	1.084e+04	1.896e+00
3.315e-10	1.677e+00	7.054e+00	1.082e+04	1.886e+00
3.375e-10	1.679e+00	7.058e+00	1.083e+04	1.845e+00
3.537e-10	1.685e+00	7.023e+00	1.085e+04	1.839e+00
3.448e-10	1.681e+00	7.031e+00	1.082e+04	1.817e+00
3.375e-10	1.679e+00	7.066e+00	1.085e+04	1.810e+00
3.429e-10	1.681e+00	7.038e+00	1.083e+04	1.772e+00
3.478e-10	1.683e+00	7.038e+00	1.082e+04	1.763e+00
3.469e-10	1.682e+00	7.043e+00	1.084e+04	1.763e+00
3.482e-10	1.683e+00	7.033e+00	1.083e+04	1.761e+00
3.505e-10	1.684e+00	6.995e+00	1.083e+04	1.731e+00
3.353e-10	1.678e+00	7.069e+00	1.082e+04	1.712e+00
3.327e-10	1.678e+00	7.032e+00	1.083e+04	1.712e+00
3.391e-10	1.680e+00	7.040e+00	1.084e+04	1.706e+00
3.436e-10	1.681e+00	7.060e+00	1.084e+04	1.706e+00
3.477e-10	1.683e+00	7.009e+00	1.084e+04	1.701e+00
3.469e-10	1.682e+00	7.020e+00	1.084e+04	1.699e+00
3.371e-10	1.679e+00	7.023e+00	1.082e+04	1.693e+00
3.398e-10	1.680e+00	7.036e+00	1.081e+04	1.680e+00
3.499e-10	1.684e+00	7.009e+00	1.082e+04	1.675e+00
3.526e-10	1.685e+00	6.984e+00	1.084e+04	1.673e+00
3.434e-10	1.681e+00	6.996e+00	1.084e+04	1.661e+00
3.314e-10	1.677e+00	7.042e+00	1.083e+04	1.637e+00
3.512e-10	1.684e+00	7.000e+00	1.083e+04	1.637e+00
3.466e-10	1.683e+00	6.999e+00	1.083e+04	1.609e+00
3.327e-10	1.678e+00	7.054e+00	1.084e+04	1.598e+00
3.516e-10	1.684e+00	7.033e+00	1.084e+04	1.596e+00
3.343e-10	1.678e+00	7.036e+00	1.084e+04	1.573e+00
3.307e-10	1.677e+00	7.050e+00	1.082e+04	1.564e+00
3.496e-10	1.683e+00	7.031e+00	1.085e+04	1.559e+00
3.331e-10	1.677e+00	7.050e+00	1.084e+04	1.557e+00
3.501e-10	1.683e+00	7.006e+00	1.085e+04	1.536e+00
3.479e-10	1.683e+00	7.008e+00	1.085e+04	1.523e+00
3.364e-10	1.679e+00	7.050e+00	1.082e+04	1.509e+00
3.340e-10	1.678e+00	7.050e+00	1.084e+04	1.492e+00
3.312e-10	1.677e+00	7.072e+00	1.083e+04	1.463e+00
3.385e-10	1.680e+00	7.021e+00	1.083e+04	1.452e+00
3.336e-10	1.678e+00	7.053e+00	1.084e+04	1.443e+00
3.451e-10	1.682e+00	7.020e+00	1.085e+04	1.436e+00
3.416e-10	1.681e+00	7.020e+00	1.081e+04	1.429e+00
3.451e-10	1.682e+00	6.998e+00	1.084e+04	1.416e+00
3.390e-10	1.680e+00	7.030e+00	1.081e+04	1.404e+00
3.347e-10	1.678e+00	7.040e+00	1.081e+04	1.403e+00
3.422e-10	1.681e+00	7.040e+00	1.085e+04	1.386e+00
3.537e-10	1.685e+00	7.013e+00	1.083e+04	1.370e+00
3.455e-10	1.682e+00	7.033e+00	1.082e+04	1.315e+00
3.389e-10	1.679e+00	7.064e+00	1.084e+04	1.314e+00
3.425e-10	1.681e+00	7.027e+00	1.084e+04	1.311e+00
3.532e-10	1.684e+00	7.021e+00	1.084e+04	1.303e+00
3.468e-10	1.682e+00	7.023e+00	1.085e+04	1.282e+00
3.506e-10	1.684e+00	7.015e+00	1.084e+04	1.272e+00
3.483e-10	1.683e+00	7.011e+00	1.083e+04	1.264e+00
3.448e-10	1.681e+00	7.027e+00	1.083e+04	1.263e+00
3.385e-10	1.679e+00	7.041e+00	1.083e+04	1.241e+00
3.476e-10	1.683e+00	7.021e+00	1.082e+04	1.227e+00
3.449e-10	1.682e+00	7.047e+00	1.082e+04	1.206e+00
3.420e-10	1.681e+00	7.027e+00	1.085e+04	1.201e+00
3.523e-10	1.684e+00	7.019e+00	1.083e+04	1.183e+00
3.440e-10	1.681e+00	7.051e+00	1.083e+04	1.165e+00
3.320e-10	1.677e+00	7.065e+00	1.083e+04	1.163e+00
3.384e-10	1.680e+00	7.041e+00	1.083e+04	1.155e+00
3.334e-10	1.678e+00	7.066e+00	1.083e+04	1.140e+00
3.445e-10	1.682e+00	7.004e+00	1.084e+04	1.138e+00
3.368e-10	1.679e+00	7.046e+00	1.084e+04	1.126e+00
3.520e-10	1.684e+00	6.992e+00	1.084e+04	1.123e+00
3.474e-10	1.683e+00	7.006e+00	1.083e+04	1.107e+00
3.501e-10	1.684e+00	7.013e+00	1.082e+04	1.101e+00
3.324e-10	1.677e+00	7.064e+00	1.083e+04	1.044e+00
3.326e-10	1.677e+00	7.065e+00	1.083e+04	1.027e+00
3.445e-10	1.681e+00	7.039e+00	1.085e+04	1.012e+00
3.461e-10	1.682e+00	7.001e+00	1.084e+04	1.009e+00
3.378e-10	1.679e+00	7.061e+00	1.084e+04	1.005e+00
3.411e-10	1.681e+00	7.015e+00	1.082e+04	1.002e+00
3.515e-10	1.684e+00	6.999e+00	1.083e+04	9.917e-01
3.534e-10	1.685e+00	7.007e+00	1.084e+04	9.821e-01
3.373e-10	1.679e+00	7.037e+00	1.083e+04	9.706e-01
3.444e-10	1.682e+00	7.029e+00	1.084e+04	9.628e-01
3.431e-10	1.681e+00	7.025e+00	1.084e+04	9.583e-01
3.333e-10	1.678e+00	7.052e+00	1.083e+04	9.263e-01
3.442e-10	1.682e+00	7.013e+00	1.085e+04	9.082e-01
3.518e-10	1.684e+00	7.015e+00	1.084e+04	9.033e-01
3.495e-10	1.683e+00	6.999e+00	1.083e+04	8.647e-01
3.444e-10	1.682e+00	7.045e+00	1.084e+04	8.643e-01
3.464e-10	1.682e+00	7.010e+00	1.084e+04	8.419e-01
3.386e-10	1.679e+00	7.050e+00	1.084e+04	8.313e-01
3.360e-10	1.679e+00	7.039e+00	1.083e+04	8.144e-01
3.455e-10	1.682e+00	7.037e+00	1.083e+04	8.056e-01
3.423e-10	1.681e+00	7.024e+00	1.083e+04	7.670e-01
3.490e-10	1.683e+00	7.024e+00	1.083e+04	7.569e-01
3.476e-10	1.683e+00	7.023e+00	1.083e+04	7.283e-01
3.486e-10	1.683e+00	7.022e+00	1.083e+04	7.099e-01
3.375e-10	1.679e+00	7.029e+00	1.083e+04	6.830e-01
3.485e-10	1.683e+00	7.025e+00	1.084e+04	6.774e-01
3.453e-10	1.682e+00	7.040e+00	1.083e+04	6.618e-01
3.469e-10	1.683e+00	7.031e+00	1.083e+04	6.566e-01
3.406e-10	1.680e+00	7.031e+00	1.083e+04	5.428e-01
3.417e-10	1.681e+00	7.046e+00	1.083e+04	5.120e-01
3.479e-10	1.683e+00	7.009e+00	1.084e+04	4.980e-01
3.472e-10	1.683e+00	7.006e+00	1.084e+04	4.928e-01
3.461e-10	1.682e+00	7.031e+00	1.083e+04	4.910e-01
3.476e-10	1.683e+00	7.008e+00	1.084e+04	4.891e-01
3.376e-10	1.679e+00	7.053e+00	1.083e+04	4.607e-01
3.379e-10	1.679e+00	7.038e+00	1.082e+04	4.126e-01
3.471e-10	1.682e+00	7.027e+00	1.083e+04	3.980e-01
3.439e-10	1.681e+00	7.028e+00	1.082e+04	3.812e-01
3.392e-10	1.680e+00	7.048e+00	1.083e+04	3.655e-01
3.397e-10	1.680e+00	7.046e+00	1.083e+04	3.183e-01
3.401e-10	1.680e+00	7.043e+00	1.083e+04	3.005e-01
3.384e-10	1.679e+00	7.040e+00	1.084e+04	2.811e-01
3.396e-10	1.680e+00	7.045e+00	1.083e+04	2.447e-01
3.408e-10	1.680e+00	7.031e+00	1.083e+04	1.274e-01
3.438e-10	1.681e+00	7.025e+00	1.084e+04	1.076e-01
